Age,Gender,MaritalStatus,Occupation,IncomeLevel,Education,Location,FamilySize,DrivingScore,ClaimHistory,VehicleType,VehicleAge,AnnualMileage,PreviousPolicy,RiskAppetite,CoverageAmount,PremiumBudget,TenurePreference,AddonsInterested,RecommendedProduct
69,Male,Married,Retired,High,High School,Metro,3,79,No,Commercial,18,40495,Comprehensive,Medium,1000000,25000,5,Roadside Assistance,Third-Party
47,Female,Single,Salaried,High,High School,Rural,3,97,No,SUV,6,9040,Comprehensive,Medium,100000,15000,1,Zero Depreciation,Own Damage + Add-ons
26,Female,Married,Self-Employed,High,High School,Metro,1,53,No,Bike,10,18667,Own Damage,Medium,500000,25000,1,Roadside Assistance,Third-Party
22,Female,Married,Salaried,Low,Postgraduate,Metro,1,44,No,Commercial,15,12011,Own Damage,Medium,200000,10000,1,Zero Depreciation,Third-Party
64,Female,Single,Student,High,Doctorate,Urban,3,57,No,Car,13,21535,Comprehensive,Low,300000,15000,3,None,Third-Party
64,Female,Single,Self-Employed,High,High School,Metro,1,96,No,Bike,18,13913,Own Damage,Low,1000000,20000,3,Roadside Assistance,Third-Party
51,Male,Married,Self-Employed,Low,High School,Rural,1,93,Yes,Bike,4,24635,Third-Party,High,500000,20000,1,Engine Protection,Comprehensive
50,Female,Single,Retired,High,High School,Rural,3,47,No,Car,11,6612,Third-Party,Low,1000000,30000,5,None,Third-Party
51,Female,Single,Salaried,Low,Doctorate,Rural,5,70,No,Bike,12,25660,Own Damage,High,100000,20000,3,Zero Depreciation,Third-Party
18,Male,Single,Salaried,Medium,High School,Rural,3,83,Yes,Commercial,10,41491,Own Damage,Medium,500000,25000,1,NCB Protection,Third-Party
68,Female,Married,Self-Employed,Low,Graduate,Urban,1,99,Yes,SUV,0,26268,Comprehensive,Low,1000000,10000,1,Roadside Assistance,Comprehensive
32,Male,Single,Self-Employed,Medium,Doctorate,Rural,5,57,Yes,Commercial,2,10406,Comprehensive,High,500000,10000,3,NCB Protection,Own Damage + Add-ons
48,Male,Married,Salaried,High,Postgraduate,Metro,1,52,No,Commercial,17,11687,Comprehensive,High,500000,25000,1,Zero Depreciation,Third-Party
29,Female,Married,Salaried,Low,Doctorate,Urban,2,76,No,Bike,0,30070,Own Damage,Medium,500000,10000,5,Roadside Assistance,Third-Party
24,Male,Married,Retired,Medium,High School,Rural,1,50,No,SUV,4,12400,Own Damage,High,1000000,15000,3,Roadside Assistance,Own Damage + Add-ons
62,Female,Married,Student,Medium,High School,Metro,4,42,No,Bike,0,41620,Comprehensive,Medium,300000,15000,3,Roadside Assistance,Third-Party
50,Male,Single,Self-Employed,Low,Postgraduate,Metro,4,55,No,Car,1,47780,Own Damage,Low,300000,25000,5,None,Third-Party
59,Female,Married,Student,High,High School,Rural,1,47,No,Commercial,0,10853,Third-Party,Medium,1000000,10000,1,None,Own Damage + Add-ons
49,Female,Married,Self-Employed,Medium,High School,Rural,1,56,No,SUV,7,35917,Third-Party,Low,200000,25000,3,None,Own Damage + Add-ons
68,Female,Married,Salaried,Low,High School,Metro,2,96,Yes,Bike,12,26238,Third-Party,Low,100000,10000,5,None,Third-Party
22,Female,Single,Salaried,Medium,Graduate,Metro,5,77,Yes,SUV,0,45579,Comprehensive,High,1000000,10000,5,Zero Depreciation,Own Damage + Add-ons
55,Female,Single,Salaried,Medium,Graduate,Rural,5,52,Yes,Car,6,22514,Comprehensive,Medium,200000,30000,1,Engine Protection,Third-Party
22,Male,Single,Student,Low,Postgraduate,Metro,2,88,No,Commercial,2,14806,Third-Party,Medium,1000000,15000,3,Zero Depreciation,Comprehensive
34,Female,Married,Student,Low,Postgraduate,Rural,3,74,No,SUV,18,29906,Third-Party,High,100000,15000,3,Roadside Assistance,Third-Party
24,Female,Single,Student,High,Doctorate,Urban,1,84,No,SUV,1,43430,Third-Party,Medium,1000000,30000,5,None,Comprehensive
42,Female,Single,Student,High,High School,Urban,1,79,No,SUV,1,11205,Own Damage,Medium,500000,15000,5,Roadside Assistance,Own Damage + Add-ons
42,Female,Married,Salaried,Medium,Doctorate,Rural,4,47,No,Bike,5,48803,Third-Party,High,1000000,5000,3,None,Third-Party
20,Female,Single,Student,High,High School,Rural,4,58,No,Bike,2,10413,Third-Party,Low,200000,30000,1,NCB Protection,Third-Party
69,Female,Single,Student,Medium,Doctorate,Rural,3,81,No,SUV,9,11959,Comprehensive,Medium,1000000,25000,1,NCB Protection,Own Damage + Add-ons
53,Female,Single,Salaried,Low,High School,Metro,5,95,No,Car,3,37051,Comprehensive,Low,300000,20000,1,None,Comprehensive
45,Male,Single,Retired,Low,Doctorate,Metro,5,54,No,SUV,1,9681,Own Damage,High,1000000,10000,5,NCB Protection,Own Damage + Add-ons
40,Male,Single,Student,High,High School,Urban,5,93,No,Commercial,6,33253,Third-Party,High,200000,5000,5,None,Own Damage + Add-ons
25,Male,Single,Self-Employed,Medium,Graduate,Rural,1,46,No,Commercial,19,39153,Comprehensive,Low,1000000,30000,1,Engine Protection,Third-Party
48,Female,Single,Salaried,High,High School,Rural,4,89,No,Commercial,0,39958,Own Damage,Medium,300000,15000,3,Roadside Assistance,Comprehensive
38,Female,Married,Retired,Medium,Postgraduate,Rural,1,40,No,SUV,8,18892,Own Damage,Low,1000000,25000,5,Zero Depreciation,Own Damage + Add-ons
62,Female,Single,Student,Medium,Postgraduate,Metro,3,98,No,Bike,0,27360,Own Damage,Medium,100000,10000,5,Zero Depreciation,Comprehensive
52,Female,Single,Student,Low,Doctorate,Rural,2,52,No,SUV,0,46275,Comprehensive,Low,300000,10000,3,Zero Depreciation,Own Damage + Add-ons
58,Female,Single,Student,Low,Doctorate,Metro,2,88,No,SUV,6,35231,Third-Party,High,100000,5000,5,None,Own Damage + Add-ons
58,Male,Married,Salaried,Medium,Graduate,Urban,5,58,No,Commercial,8,34654,Third-Party,Medium,300000,15000,5,None,Own Damage + Add-ons
59,Female,Married,Student,High,Doctorate,Rural,4,94,No,Car,15,38580,Third-Party,Medium,200000,20000,1,Engine Protection,Third-Party
67,Male,Single,Retired,High,Postgraduate,Rural,3,96,No,Car,17,5410,Own Damage,Medium,1000000,10000,1,None,Third-Party
46,Female,Married,Retired,High,Doctorate,Metro,1,41,No,Commercial,18,41068,Comprehensive,High,1000000,15000,3,Zero Depreciation,Third-Party
20,Female,Married,Retired,Medium,Postgraduate,Rural,3,61,Yes,SUV,13,25491,Comprehensive,High,100000,5000,1,NCB Protection,Third-Party
61,Female,Single,Student,Medium,Postgraduate,Metro,3,47,No,SUV,13,26846,Third-Party,Medium,300000,25000,5,Roadside Assistance,Third-Party
42,Female,Married,Student,Medium,Graduate,Rural,3,82,No,Commercial,4,5593,Own Damage,High,200000,30000,1,None,Comprehensive
19,Male,Single,Salaried,Low,Graduate,Urban,4,64,Yes,Car,5,40860,Third-Party,Low,300000,25000,1,Zero Depreciation,Third-Party
61,Female,Married,Salaried,Medium,High School,Rural,3,65,No,Car,18,31642,Third-Party,Low,500000,5000,5,Roadside Assistance,Third-Party
58,Female,Single,Self-Employed,High,Postgraduate,Metro,2,51,No,Commercial,5,49966,Own Damage,High,100000,20000,5,Roadside Assistance,Own Damage + Add-ons
51,Male,Single,Retired,Medium,Doctorate,Rural,5,42,No,SUV,4,41731,Third-Party,High,300000,25000,5,None,Own Damage + Add-ons
32,Female,Single,Student,Medium,Postgraduate,Metro,3,60,No,SUV,10,47629,Own Damage,Medium,100000,5000,1,None,Third-Party
56,Male,Single,Self-Employed,Low,Postgraduate,Rural,1,44,No,SUV,6,43803,Comprehensive,High,500000,25000,1,None,Own Damage + Add-ons
56,Male,Single,Salaried,Low,High School,Metro,2,51,No,Bike,9,21263,Own Damage,Medium,300000,5000,1,Engine Protection,Third-Party
57,Male,Single,Self-Employed,Low,Graduate,Rural,3,66,No,Car,17,40473,Comprehensive,Low,300000,25000,3,Zero Depreciation,Third-Party
64,Female,Single,Salaried,Low,High School,Urban,4,95,No,Car,7,31235,Third-Party,Medium,100000,20000,1,None,Third-Party
29,Male,Married,Self-Employed,High,High School,Rural,3,40,No,Bike,0,18909,Third-Party,High,500000,5000,3,Roadside Assistance,Third-Party
69,Male,Married,Salaried,Medium,Postgraduate,Metro,5,82,No,Car,14,33473,Third-Party,Low,200000,20000,5,Engine Protection,Third-Party
69,Female,Married,Self-Employed,Medium,High School,Urban,2,42,Yes,Commercial,10,39486,Own Damage,Medium,1000000,20000,5,Zero Depreciation,Third-Party
41,Male,Single,Student,Low,Postgraduate,Urban,5,93,No,Bike,17,19801,Own Damage,High,100000,30000,3,NCB Protection,Third-Party
23,Female,Married,Retired,High,Graduate,Metro,5,93,No,Car,2,8348,Comprehensive,High,100000,10000,5,None,Comprehensive
23,Male,Married,Retired,High,High School,Metro,4,91,Yes,SUV,18,18587,Third-Party,High,1000000,5000,5,None,Third-Party
65,Male,Single,Retired,Low,Postgraduate,Rural,3,92,No,Commercial,12,10312,Own Damage,Low,300000,20000,3,NCB Protection,Third-Party
54,Female,Married,Self-Employed,Low,Doctorate,Urban,5,49,No,Bike,18,11301,Third-Party,High,100000,30000,3,None,Third-Party
43,Female,Married,Student,Low,High School,Metro,2,52,No,Bike,10,10269,Third-Party,Low,200000,10000,1,Zero Depreciation,Third-Party
20,Female,Single,Student,Medium,Postgraduate,Rural,3,58,No,SUV,4,39100,Third-Party,High,500000,10000,1,Engine Protection,Own Damage + Add-ons
49,Male,Married,Retired,Low,Doctorate,Rural,5,70,No,Bike,12,24036,Third-Party,High,300000,20000,3,Roadside Assistance,Third-Party
63,Male,Married,Retired,Medium,High School,Metro,1,52,No,Car,2,39641,Comprehensive,Low,100000,30000,3,NCB Protection,Third-Party
35,Male,Single,Retired,Low,Postgraduate,Urban,1,91,No,Bike,19,24272,Comprehensive,Low,200000,15000,3,Zero Depreciation,Third-Party
45,Female,Married,Retired,Low,Postgraduate,Metro,1,69,Yes,SUV,16,25741,Own Damage,Low,1000000,5000,3,Zero Depreciation,Third-Party
50,Male,Single,Self-Employed,High,Postgraduate,Rural,5,53,No,Bike,2,27229,Own Damage,Medium,300000,5000,3,NCB Protection,Third-Party
34,Female,Married,Salaried,High,Postgraduate,Metro,4,97,No,Commercial,3,31917,Own Damage,High,200000,15000,1,Engine Protection,Comprehensive
49,Female,Single,Retired,Medium,Graduate,Rural,5,71,Yes,Commercial,0,11465,Comprehensive,Low,100000,5000,3,Engine Protection,Own Damage + Add-ons
29,Male,Single,Student,Medium,Doctorate,Metro,2,81,No,Car,6,31758,Third-Party,Medium,1000000,30000,5,Roadside Assistance,Third-Party
54,Female,Single,Self-Employed,High,Doctorate,Metro,1,88,No,SUV,19,43943,Comprehensive,Medium,100000,20000,1,Roadside Assistance,Third-Party
38,Male,Single,Self-Employed,High,Graduate,Urban,5,77,No,Bike,13,7990,Own Damage,Low,500000,10000,5,Roadside Assistance,Third-Party
19,Male,Married,Retired,Medium,Graduate,Urban,1,76,No,Bike,10,42278,Comprehensive,High,100000,10000,1,Engine Protection,Third-Party
43,Female,Married,Student,High,Doctorate,Rural,2,53,No,Commercial,18,46716,Third-Party,Low,1000000,15000,5,None,Third-Party
56,Male,Single,Salaried,Medium,Doctorate,Urban,4,85,No,SUV,12,24108,Third-Party,Low,500000,20000,5,None,Third-Party
34,Female,Single,Student,Low,Doctorate,Metro,4,76,Yes,SUV,7,16573,Third-Party,High,500000,20000,3,None,Own Damage + Add-ons
69,Female,Married,Retired,High,Graduate,Urban,4,67,No,Commercial,4,25883,Third-Party,Medium,300000,10000,3,NCB Protection,Own Damage + Add-ons
53,Male,Married,Retired,Medium,Postgraduate,Metro,1,59,Yes,Car,17,21127,Comprehensive,Medium,100000,25000,1,NCB Protection,Third-Party
51,Male,Married,Self-Employed,Low,Graduate,Metro,5,64,Yes,Bike,13,21156,Third-Party,High,300000,25000,1,NCB Protection,Third-Party
36,Female,Married,Self-Employed,High,Doctorate,Rural,3,50,Yes,Commercial,16,14749,Third-Party,High,1000000,30000,3,NCB Protection,Third-Party
49,Female,Married,Student,Medium,Graduate,Urban,2,66,No,SUV,11,25555,Third-Party,High,300000,5000,5,Engine Protection,Third-Party
67,Male,Married,Salaried,Medium,Doctorate,Rural,1,96,No,Car,7,27189,Own Damage,Medium,300000,30000,1,NCB Protection,Third-Party
39,Male,Single,Student,Medium,High School,Metro,2,68,No,Commercial,2,46208,Own Damage,High,1000000,5000,1,Roadside Assistance,Own Damage + Add-ons
67,Male,Married,Student,Medium,Postgraduate,Metro,1,44,Yes,SUV,5,24033,Comprehensive,Low,500000,30000,3,NCB Protection,Own Damage + Add-ons
62,Female,Married,Student,High,Doctorate,Rural,4,62,Yes,Bike,11,30851,Third-Party,Low,100000,5000,3,Zero Depreciation,Third-Party
56,Male,Single,Salaried,Low,High School,Rural,2,90,No,Bike,16,22864,Own Damage,High,300000,20000,1,None,Third-Party
35,Female,Married,Student,Medium,Doctorate,Rural,3,86,No,Car,3,45496,Own Damage,Low,200000,10000,5,Zero Depreciation,Comprehensive
68,Female,Single,Retired,Medium,Graduate,Metro,4,88,Yes,Car,1,29986,Own Damage,High,500000,20000,1,Zero Depreciation,Comprehensive
41,Male,Single,Retired,High,Graduate,Urban,4,56,No,SUV,0,35299,Third-Party,Medium,300000,15000,3,Roadside Assistance,Own Damage + Add-ons
18,Male,Married,Student,Low,Graduate,Metro,3,42,No,Bike,18,38395,Comprehensive,Medium,200000,10000,1,Engine Protection,Third-Party
58,Female,Married,Self-Employed,High,Doctorate,Metro,3,90,No,Bike,17,9831,Own Damage,Low,1000000,30000,1,Roadside Assistance,Third-Party
19,Female,Single,Self-Employed,High,Doctorate,Metro,4,44,No,Bike,1,42431,Comprehensive,Medium,300000,10000,5,Engine Protection,Third-Party
57,Male,Single,Salaried,High,Graduate,Metro,3,95,No,Car,6,30545,Third-Party,High,100000,10000,1,Roadside Assistance,Third-Party
41,Male,Single,Retired,High,Postgraduate,Urban,4,93,No,Car,10,43690,Own Damage,Low,500000,10000,5,Engine Protection,Third-Party
57,Male,Married,Salaried,Medium,Postgraduate,Metro,5,47,No,Bike,11,48921,Comprehensive,High,300000,5000,3,NCB Protection,Third-Party
69,Female,Single,Self-Employed,Medium,Graduate,Rural,1,94,No,Bike,18,21120,Third-Party,High,100000,10000,3,Roadside Assistance,Third-Party
19,Female,Single,Student,High,Doctorate,Urban,5,72,No,SUV,5,11564,Own Damage,High,300000,20000,1,Zero Depreciation,Own Damage + Add-ons
44,Male,Married,Salaried,Low,Postgraduate,Rural,1,53,No,Car,8,22687,Comprehensive,Medium,200000,10000,3,Roadside Assistance,Third-Party
19,Female,Married,Salaried,Low,Graduate,Rural,1,81,No,SUV,15,40485,Comprehensive,High,500000,15000,3,Zero Depreciation,Third-Party
40,Female,Married,Salaried,High,Graduate,Metro,5,70,Yes,Car,18,49931,Third-Party,Medium,100000,25000,1,Engine Protection,Third-Party
50,Female,Married,Self-Employed,Medium,High School,Urban,1,47,Yes,SUV,14,28322,Own Damage,High,100000,20000,1,NCB Protection,Third-Party
51,Male,Single,Student,Medium,Graduate,Metro,1,40,Yes,SUV,1,11594,Comprehensive,High,1000000,20000,1,NCB Protection,Own Damage + Add-ons
49,Female,Married,Salaried,Low,Doctorate,Urban,4,44,No,SUV,13,17421,Own Damage,Medium,500000,20000,3,NCB Protection,Third-Party
20,Female,Married,Retired,Low,High School,Urban,1,90,No,Bike,17,35214,Third-Party,Low,300000,30000,5,Zero Depreciation,Third-Party
44,Male,Married,Self-Employed,High,High School,Rural,3,78,No,Commercial,4,33022,Comprehensive,Low,200000,5000,3,None,Own Damage + Add-ons
29,Male,Single,Self-Employed,Low,Postgraduate,Urban,1,44,Yes,Commercial,5,29916,Own Damage,Medium,300000,30000,3,None,Own Damage + Add-ons
25,Male,Married,Self-Employed,Medium,High School,Rural,2,73,Yes,Commercial,19,49486,Comprehensive,Low,200000,15000,5,Roadside Assistance,Third-Party
37,Female,Married,Salaried,Low,Doctorate,Metro,4,86,No,Commercial,5,16521,Own Damage,Medium,1000000,10000,5,None,Own Damage + Add-ons
69,Male,Single,Self-Employed,Low,Postgraduate,Rural,4,40,No,Commercial,19,9552,Comprehensive,High,100000,15000,5,None,Third-Party
34,Female,Single,Self-Employed,Medium,Postgraduate,Rural,1,49,No,SUV,11,12362,Third-Party,High,200000,10000,5,None,Third-Party
62,Male,Single,Student,High,Graduate,Urban,2,77,Yes,Car,4,48759,Own Damage,Medium,100000,5000,3,None,Third-Party
50,Female,Single,Self-Employed,Low,Doctorate,Urban,2,77,No,SUV,6,20502,Own Damage,Low,100000,25000,5,Zero Depreciation,Own Damage + Add-ons
28,Female,Single,Salaried,Medium,Doctorate,Rural,4,53,Yes,Bike,1,37688,Comprehensive,Low,300000,5000,3,NCB Protection,Third-Party
26,Female,Single,Self-Employed,High,High School,Metro,5,47,No,Commercial,8,9308,Third-Party,Low,200000,15000,3,Engine Protection,Own Damage + Add-ons
51,Male,Married,Student,Low,Doctorate,Rural,2,64,No,Bike,4,20120,Third-Party,High,200000,5000,1,Zero Depreciation,Third-Party
61,Female,Single,Self-Employed,Low,Postgraduate,Metro,1,68,Yes,Bike,8,48845,Own Damage,Low,100000,30000,1,None,Third-Party
60,Female,Single,Salaried,High,Postgraduate,Metro,3,89,Yes,Bike,18,10262,Third-Party,High,200000,15000,5,None,Third-Party
24,Male,Single,Retired,Low,Doctorate,Urban,5,76,Yes,SUV,6,12877,Third-Party,High,500000,15000,3,Zero Depreciation,Own Damage + Add-ons
33,Female,Married,Self-Employed,High,High School,Metro,1,60,No,Commercial,11,27185,Comprehensive,High,1000000,15000,1,Engine Protection,Third-Party
44,Female,Single,Salaried,Medium,Graduate,Rural,1,70,Yes,SUV,7,40488,Third-Party,High,500000,30000,5,NCB Protection,Own Damage + Add-ons
32,Female,Married,Self-Employed,High,Doctorate,Urban,5,85,No,Car,11,19199,Third-Party,High,300000,5000,5,None,Third-Party
41,Female,Single,Self-Employed,High,High School,Urban,3,81,No,Car,4,9108,Comprehensive,Medium,300000,25000,1,Roadside Assistance,Comprehensive
54,Male,Single,Salaried,Low,High School,Urban,5,63,No,Commercial,15,44632,Own Damage,High,500000,10000,3,Engine Protection,Third-Party
66,Female,Single,Self-Employed,High,High School,Metro,4,80,No,SUV,8,49385,Comprehensive,High,1000000,25000,1,None,Own Damage + Add-ons
57,Male,Single,Salaried,Low,Graduate,Rural,1,60,No,Car,2,12479,Own Damage,High,200000,10000,5,Roadside Assistance,Third-Party
36,Female,Single,Retired,High,Graduate,Rural,4,92,Yes,Car,7,30182,Comprehensive,Medium,1000000,5000,5,Zero Depreciation,Third-Party
40,Male,Single,Self-Employed,Medium,Graduate,Urban,4,42,No,Commercial,10,18740,Own Damage,Low,1000000,15000,1,NCB Protection,Third-Party
56,Male,Single,Retired,Medium,High School,Metro,4,71,No,Car,17,36773,Own Damage,Medium,200000,10000,1,Roadside Assistance,Third-Party
48,Male,Married,Salaried,High,Graduate,Rural,3,45,No,Commercial,9,38747,Own Damage,Medium,200000,10000,5,None,Own Damage + Add-ons
47,Female,Single,Self-Employed,High,High School,Metro,1,46,No,Car,0,24097,Comprehensive,High,200000,5000,5,Roadside Assistance,Third-Party
24,Male,Single,Self-Employed,Low,Doctorate,Urban,4,90,Yes,Bike,14,46619,Own Damage,Low,200000,20000,1,Zero Depreciation,Third-Party
62,Male,Married,Self-Employed,Medium,High School,Rural,4,54,No,Car,9,25919,Comprehensive,High,100000,10000,5,None,Third-Party
67,Female,Single,Student,Low,Doctorate,Rural,4,73,No,SUV,11,8095,Own Damage,Medium,500000,5000,5,Engine Protection,Third-Party
67,Male,Single,Self-Employed,Low,Doctorate,Metro,2,85,No,SUV,18,39875,Third-Party,Low,100000,25000,1,Roadside Assistance,Third-Party
20,Female,Single,Student,Low,Graduate,Metro,1,85,No,Commercial,2,44719,Own Damage,Medium,500000,20000,1,Engine Protection,Comprehensive
55,Male,Single,Retired,Medium,Graduate,Urban,4,51,No,Car,0,31031,Own Damage,Medium,500000,25000,5,Zero Depreciation,Third-Party
65,Male,Married,Salaried,High,High School,Urban,3,57,No,Commercial,2,18839,Comprehensive,Medium,500000,15000,5,Roadside Assistance,Own Damage + Add-ons
47,Male,Single,Student,Medium,Doctorate,Rural,2,64,No,Bike,0,37313,Own Damage,Low,1000000,15000,3,NCB Protection,Third-Party
27,Male,Married,Self-Employed,Low,Doctorate,Rural,2,77,Yes,Bike,3,25092,Comprehensive,High,500000,10000,3,Zero Depreciation,Third-Party
51,Female,Married,Self-Employed,Low,Postgraduate,Urban,5,41,No,Bike,9,42058,Own Damage,High,200000,25000,3,Roadside Assistance,Third-Party
30,Male,Single,Student,Low,Doctorate,Rural,3,60,No,Car,14,19629,Comprehensive,Low,1000000,20000,1,Roadside Assistance,Third-Party
56,Male,Single,Student,Low,Graduate,Rural,5,62,No,SUV,8,28408,Third-Party,Low,1000000,30000,5,NCB Protection,Own Damage + Add-ons
